"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)","Latest: Temperature 3 (°C)","Latest: Force (N)"
16.4,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
16.5,28.5786632427,28.6295643168,28.7168387662,0.0588282712852
16.6,28.5786632427,28.6295643168,28.6921089958,0.0519784040807
16.7,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
16.8,28.5786632427,28.6295643168,28.7168387662,0.0519784040807
16.9,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
17,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
17.1,28.5539422165,28.6295643168,28.7168387662,0.0519784040807
17.2,28.5786632427,28.6528355767,28.6921089958,0.0390845364018
17.3,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
17.4,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
17.5,28.5786632427,28.6295643168,28.6921089958,0.0257877353579
17.6,28.5786632427,28.6295643168,28.7168387662,0.0519784040807
17.7,28.5786632427,28.6528355767,28.7168387662,0.0652752051246
17.8,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
17.9,28.5539422165,28.6528355767,28.7168387662,0.0519784040807
18,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
18.1,28.5786632427,28.6295643168,28.7168387662,0.0588282712852
18.2,28.5786632427,28.6528355767,28.6921089958,0.0588282712852
18.3,28.5786632427,28.6295643168,28.7168387662,0.0652752051246
18.4,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
18.5,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
18.6,28.5786632427,28.6528355767,28.6921089958,0.0588282712852
18.7,28.5786632427,28.6295643168,28.7168387662,0.0519784040807
18.8,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
18.9,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
19,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
19.1,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
19.2,28.5786632427,28.6528355767,28.6921089958,0.0322346691974
19.3,28.5786632427,28.6775628185,28.7168387662,0.0519784040807
19.4,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
19.5,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
19.6,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
19.7,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
19.8,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
19.9,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
20,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
20.1,28.5786632427,28.6775628185,28.7168387662,0.0455314702413
20.2,28.5539422165,28.6295643168,28.7168387662,0.0455314702413
20.3,28.5786632427,28.6295643168,28.7168387662,0.0519784040807
20.4,28.5786632427,28.6775628185,28.7168387662,0.0519784040807
20.5,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
20.6,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
20.7,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
20.8,28.5786632427,28.6295643168,28.7168387662,0.0519784040807
20.9,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
21,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
21.1,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
21.2,28.5786632427,28.6295643168,28.7168387662,0.0588282712852
21.3,28.5786632427,28.6528355767,28.6921089958,0.0588282712852
21.4,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
21.5,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
21.6,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
21.7,28.5786632427,28.6295643168,28.7168387662,0.0519784040807
21.8,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
21.9,28.6019314915,28.6528355767,28.7168387662,0.0455314702413
22,28.5786632427,28.6528355767,28.7168387662,0.0390845364018
22.1,28.5786632427,28.6295643168,28.7168387662,0.0519784040807
22.2,28.6019314915,28.6295643168,28.7168387662,0.0455314702413
22.3,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
22.4,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
22.5,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
22.6,28.5786632427,28.6528355767,28.7168387662,0.0519784040807
22.7,28.5786632427,28.6528355767,28.7168387662,0.0455314702413
22.8,28.5786632427,28.6528355767,28.7168387662,0.0588282712852
22.9,28.5786632427,28.6295643168,28.7168387662,0.0455314702413
23,28.5786632427,28.6528355767,28.7168387662,0.0652752051246
